2016-04-29T14:19:23Z,5723513ac9dc2f4200bbf32873908,21000.0,10
2016-04-29T15:15:00Z,57235e4dc9dc2f4200bbf35811702,31000.0,11
2016-04-29T14:22:03Z,572351c1c9dc2f4200bbf32e5275,16000.0,22
2016-05-05T13:00:43Z,572b27a4db69cf4200fa41af8322,34000.0,11
2016-04-29T16:12:25Z,57236bcbc9dc2f4200bbf36727321,2000.0,0
2016-05-02T18:38:47Z,5727828edb69cf4200fa418e35426,2000.0,3
2016-04-29T18:13:53Z,57238841db69cf4200fa418578701,135000.0,58
2016-04-26T15:31:49Z,571f6dccee07f7420051277868145,12000.0,0
2016-05-05T12:03:45Z,572b1a5cdb69cf4200fa41a378804,16000.0,9
2016-04-28T16:41:16Z,572227176e8f9b420029dca433897,25000.0,12
2016-04-30T00:32:19Z,5723e0f3db69cf4200fa418b16533,2000.0,2
2016-04-26T16:10:25Z,571f76a3ee07f7420051278491928,30000.0,1
2016-05-05T08:31:42Z,572b4b16db69cf4200fa41bb78591,22000.0,2
2016-05-05T12:47:25Z,572b2531db69cf4200fa41ac20523,5000.0,11
2016-05-03T10:11:49Z,57285d1cdb69cf4200fa419751678,48000.0,7
2016-04-29T15:09:22Z,57235ce6c9dc2f4200bbf34f94409,4000.0,14
2016-05-03T19:27:40Z,5728df2fdb69cf4200fa419d89710,7000.0,6
2016-04-29T10:40:59Z,57231e0e6e8f9b420029dcad4652,3000.0,8
2016-04-29T15:13:59Z,57235e09c9dc2f4200bbf35577197,4000.0,2
2016-05-05T12:27:03Z,572b1fc8db69cf4200fa41a943192,33000.0,4
2016-04-29T14:22:53Z,57235204c9dc2f4200bbf33118508,27000.0,19
2016-04-29T15:21:02Z,57235fbbc9dc2f4200bbf36143118,32000.0,8
2016-04-29T15:22:14Z,57236000c9dc2f4200bbf3648548,18000.0,13
2016-04-26T15:32:40Z,571f6dffee07f7420051277b99608,187000.0,0
2016-04-29T14:19:57Z,57235169c9dc2f4200bbf32b48538,21000.0,10
2016-05-05T14:54:02Z,572b4267db69cf4200fa41b585588,501000.0,1
2016-04-26T15:10:16Z,571f68c1ee07f7420051277267554,2000.0,0
2016-04-29T15:16:34Z,57235e9ac9dc2f4200bbf35b39159,7000.0,14
2016-04-29T13:05:42Z,57234005c9dc2f4200bbf32581214,1000.0,1
2016-04-29T10:43:31Z,57231eb26e8f9b420029dcb058689,5000.0,4
2016-04-29T14:53:38Z,57235955c9dc2f4200bbf34919401,4000.0,0
2016-04-26T16:59:05Z,571f8238ee07f7420051278a16833,19000.0,11
2016-04-29T10:43:41Z,57231ebf6e8f9b420029dcb379581,1000.0,0
2016-04-26T16:49:02Z,571f7fdeee07f7420051278791569,31000.0,10
2016-04-28T17:06:15Z,572226da6e8f9b420029dca129088,45000.0,24
2016-04-26T17:08:24Z,571f846bee07f7420051278d26445,19000.0,10
2016-05-04T16:16:16Z,572a0436db69cf4200fa41a077333,3000.0,0
2016-04-29T14:54:26Z,57235975c9dc2f4200bbf34c41149,27000.0,14
2016-04-29T15:18:13Z,57235f04c9dc2f4200bbf35e2586,19000.0,14
2016-05-02T22:52:58Z,5727be1cdb69cf4200fa419439455,9000.0,10
