2016-04-29T10:39:40Z,terminated,50
2016-04-26T16:49:02Z,set,287
2016-04-26T17:08:24Z,increased,287
2016-04-26T16:49:02Z,preferred,359
2016-04-26T16:49:19Z,decreased,72
2016-04-26T12:56:11Z,launched,155
